a_id,b_id,score,label
79306,81611,0.8840518593788147,2
71555,71821,0.06977875530719757,1
39342,1607563438,0.07854434847831726,1
71943,39342,0.9305782318115234,2
2473,64199,0.849846363067627,2
25796815,29278,0.9033392667770386,2
1607563438,71555,0.8630468249320984,2
27868,2137504198,0.9381879568099976,2
71821,81611,0.8607427477836609,2
71555,54187,0.8601799011230469,2
39342,1191878965,0.13185684382915497,1
27868,71821,0.07906094193458557,1
54187,81611,0.08974523097276688,1
81611,25796815,0.10562034696340561,1
1889622141,81611,0.15296339988708496,1
1889622141,2471,0.13261792063713074,1
1191878965,71943,0.06322164088487625,1
1607563438,29278,0.9438334703445435,2
2466,32588,0.8166995644569397,2
39342,79609,0.07727459818124771,1
81611,2466,0.04373076558113098,1
27868,2466,0.05263597518205643,1
50112,29393,0.9480629563331604,2
2137504198,79306,0.04234021157026291,1
2137504198,1607563438,0.05258311703801155,1
79734,29393,0.9554749131202698,2
2472,25796815,0.8460891842842102,2
79609,2474,0.1835453063249588,1
2474,2471,0.8376668095588684,2
29278,27868,0.030532971024513245,1
79306,2466,0.18660344183444977,1
2474,2472,0.16851671040058136,1
81611,32588,0.06047656014561653,1
1607563438,1191878965,0.864467978477478,2
27868,39342,0.8796229958534241,2
79734,79609,0.8929765820503235,2
79306,50112,0.15842603147029877,1
79609,71821,0.09342333674430847,1
71943,2466,0.13927149772644043,1
79734,2471,0.8797757625579834,2
79734,39342,0.9328266978263855,2
50112,1191878965,0.9197292923927307,2
2473,2471,0.8588365912437439,2
32588,1889622141,0.8931435942649841,2
1607563438,64199,0.8272378444671631,2
2471,1191878965,0.7939529418945312,0
64199,81611,0.8067905306816101,2
79609,64199,0.23236198723316193,1
81611,50112,0.04615701735019684,1
27868,79734,0.062430489808321,1
71555,64199,0.5556663870811462,2
2137504198,39342,0.11635848134756088,1
27868,2472,0.06513181328773499,1
50112,2471,0.8873022794723511,2
2137504198,1191878965,0.07713332772254944,1
71943,29393,0.9446966648101807,2
1889622141,2137504198,0.8341930508613586,2
29278,39342,0.15627692639827728,1
25796815,64199,0.7071939706802368,2
79609,79306,0.13616138696670532,1
25796815,2466,0.0872848778963089,1
1607563438,2473,0.11260730028152466,1
27868,1607563438,0.1044721007347107,1
79734,71821,0.7915536165237427,2
2471,1607563438,0.14699126780033112,1
54187,2466,0.03195299953222275,1
1191878965,79306,0.08123231679201126,1
1607563438,1889622141,0.8744596838951111,2
32588,64199,0.8230925798416138,2
81611,39342,0.7840232253074646,2
1607563438,50112,0.09873779118061066,1
64199,79306,0.17080676555633545,1
54187,25796815,0.0767795741558075,1
2466,2137504198,0.9522552490234375,2
39342,2466,0.042637135833501816,1
1191878965,71555,0.24006937444210052,1
79734,81611,0.9214219450950623,2
32588,79609,0.759376049041748,2
71943,2474,0.8272771239280701,2
2474,71821,0.49851420521736145,2
50112,25796815,0.8350840210914612,2
71555,2466,0.04686655104160309,1
81611,71943,0.0633559301495552,1
2472,79734,0.7644181847572327,2
1191878965,2472,0.06109590083360672,1
71821,2473,0.16350996494293213,1
64199,27868,0.0956171527504921,1
25796815,71943,0.15284335613250732,1
1191878965,64199,0.2572466731071472,2
2472,50112,0.43860599398612976,2
71821,50112,0.1417650580406189,1
1607563438,2472,0.09915000945329666,1
29393,2137504198,0.7426247000694275,2
79734,2474,0.8424643278121948,2
2471,64199,0.7780059576034546,2
79734,32588,0.7983254790306091,2
71821,1191878965,0.8665392994880676,2
2474,27868,0.8632528781890869,2
29278,64199,0.08124023675918579,1
1607563438,79306,0.1420537382364273,1
79609,1607563438,0.13126572966575623,1
27868,25796815,0.14970920979976654,1
81611,79609,0.11193808913230896,1
39342,71555,0.13561834394931793,1
2471,2466,0.08134377002716064,1
64199,1889622141,0.8079095482826233,2
79306,2474,0.7776302695274353,2
32588,2471,0.7781511545181274,2
1191878965,25796815,0.11257908493280411,0
54187,2137504198,0.7554599642753601,2
25796815,2474,0.25437816977500916,1
50112,71943,0.8458688259124756,2
39342,1889622141,0.13905400037765503,1
1607563438,71821,0.15213866531848907,1
25796815,79609,0.3843916058540344,2
1607563438,32588,0.4451305866241455,2
1191878965,1889622141,0.20816683769226074,0
39342,29393,0.45585325360298157,0
29278,2137504198,0.23757778108119965,1
64199,54187,0.865382969379425,1
829248463,12414,0.9419088363647461,2
70614,12399,0.05486999452114105,1
12433,12441,0.043185461312532425,1
65364,829248463,0.0410107746720314,1
73436,32066,0.06213384494185448,1
12402,12441,0.029793603345751762,1
31527,12399,0.03866339102387428,1
12469,12414,0.8916771411895752,2
32066,829248463,0.04963962361216545,1
70614,12413,0.0480823889374733,1
12414,69708,0.07366137951612473,1
12417,73436,0.8921198844909668,2
65364,76357,0.040442198514938354,1
12441,80501,0.8237334489822388,2
69708,12431,0.9591960906982422,2
76357,12402,0.948646068572998,2
12441,265924403,0.8391398191452026,2
12413,1890830085,0.9008873701095581,2
73436,12449,0.05073454603552818,1
12399,12402,0.9540925621986389,2
48935,76357,0.03615718334913254,1
12440,12421,0.946808934211731,2
72397,12399,0.05160253122448921,1
829248463,80501,0.9134487509727478,2
12402,12413,0.030476488173007965,1
70817,31527,0.8329840302467346,2
70817,73436,0.8755735754966736,2
48935,829248463,0.03113037906587124,1
1890830085,829248463,0.04930125176906586,1
12402,32066,0.046563711017370224,1
12460,12449,0.043440286070108414,1
12466,12460,0.8977184295654297,2
12413,12414,0.9427528381347656,2
12414,32066,0.09123992919921875,1
32066,12447,0.9152243733406067,2
12421,69708,0.05779648199677467,1
72397,76357,0.05932462215423584,1
48935,12440,0.06494905054569244,1
69708,76796,0.9493207335472107,2
829248463,31527,0.927962064743042,2
12402,12409,0.07937794923782349,1
12469,31527,0.8682595491409302,2
12417,12447,0.9188088178634644,2
65364,12449,0.045017458498477936,1
12447,12413,0.032047636806964874,1
12466,42624,0.8668197393417358,2
12440,70614,0.8405873775482178,2
12413,72397,0.9156387448310852,2
12466,12421,0.9154305458068848,2
48935,12466,0.0542721301317215,1
829248463,69699,0.8518857955932617,2
12469,12447,0.9333380460739136,2
12447,69708,0.05665803328156471,1
12414,76357,0.04863591492176056,1
12402,12417,0.0505061112344265,1
12431,12413,0.030180389061570168,1
829248463,76796,0.94505375623703,2
12399,73436,0.9472473859786987,2
12421,12449,0.03995416685938835,1
12402,69708,0.06265641748905182,1
829248463,12447,0.9504620432853699,2
12413,30502,0.9107837677001953,2
12431,12449,0.03369385749101639,1
829248463,30502,0.9137262105941772,2
12466,12431,0.9353223443031311,2
76796,12413,0.03265935555100441,1
12449,76796,0.941019594669342,2
65364,12417,0.08210548013448715,1
12399,70817,0.9425610899925232,2
12417,829248463,0.08148902654647827,1
48935,265924403,0.08864368498325348,1
31527,76357,0.04179022088646889,1
48935,12449,0.04093669727444649,1
12413,48935,0.9286094307899475,2
1890830085,12414,0.7038431167602539,2
76357,1890830085,0.8781516551971436,2
12469,12402,0.9119487404823303,2
69708,1890830085,0.8569371104240417,2
12433,12413,0.034848861396312714,1
73436,12441,0.04226407781243324,1
829248463,69708,0.8626605868339539,2
72397,42624,0.8109095692634583,2
12417,70614,0.7437934875488281,2
12413,31527,0.910165548324585,2
12460,72397,0.1708444207906723,1
829248463,12402,0.9546680450439453,2
12460,12413,0.03956959396600723,1
12399,42624,0.9511651396751404,2
12449,1890830085,0.8716488480567932,2
80501,12413,0.05430617555975914,1
12431,76357,0.02899865061044693,1
12447,12399,0.027830414474010468,1
12409,12460,0.8968263864517212,2
30502,69708,0.1285744607448578,1
65364,12413,0.048267196863889694,1
30502,12466,0.19566787779331207,1
12413,69699,0.8652017712593079,2
42624,829248463,0.033526595681905746,1
32066,12399,0.0951489508152008,1
12413,12430,0.9253080487251282,2
76357,42624,0.942947268486023,2
829248463,12421,0.9497866630554199,2
76796,76357,0.028511127457022667,1
12402,72397,0.09634508192539215,1
1890830085,12399,0.06093809753656387,1
65364,12441,0.04381205514073372,1
12414,12409,0.11091083288192749,1
30502,76357,0.08436855673789978,1
12469,265924403,0.8297661542892456,2
12399,12460,0.9576712250709534,2
31527,32066,0.05977856367826462,1
12441,42624,0.9107593297958374,2
65364,12399,0.041534751653671265,1
12431,80501,0.058286767452955246,1
12469,30502,0.851009726524353,2
12413,73436,0.9410487413406372,2
12449,12433,0.9196175932884216,2
12414,12449,0.06445690244436264,1
12421,12399,0.030831126496195793,1
12460,12440,0.047524288296699524,1
12399,12414,0.9433823823928833,2
12421,80501,0.05918000638484955,1
12447,12440,0.041213903576135635,1
1890830085,12421,0.8690065741539001,2
12449,70614,0.8703584671020508,2
42624,12440,0.041254594922065735,1
12399,30502,0.9198811650276184,2
48935,32066,0.07477229088544846,1
48935,12399,0.0343436561524868,1
69708,48935,0.9126806855201721,2
12414,12431,0.822379469871521,2
42624,12413,0.032412100583314896,1
12430,12440,0.09299102425575256,1
65364,12469,0.06315360218286514,1
70817,12421,0.9080832600593567,2
265924403,829248463,0.04419095441699028,1
73436,12469,0.06716133654117584,1
69708,31527,0.8985593914985657,2
12447,12466,0.03777169808745384,1
72397,12449,0.07518614828586578,1
12402,12449,0.036044854670763016,1
12433,12469,0.04797724261879921,1
12466,76796,0.9112601280212402,2
69699,12431,0.9054917693138123,2
42624,69699,0.07703830301761627,1
12466,31527,0.8749017715454102,2
12417,12414,0.8467785120010376,2
42624,12417,0.052197232842445374,1
1890830085,12466,0.10508261620998383,1
76796,12469,0.04709852486848831,1
31527,69699,0.10460112988948822,1
48935,12469,0.04357475787401199,1
12447,12441,0.036604247987270355,1
32066,70614,0.4006480872631073,2
12441,12460,0.918833315372467,2
12447,265924403,0.06009454280138016,1
32066,76796,0.9098600745201111,2
12449,31527,0.9267256855964661,2
12402,70817,0.05523885414004326,1
76357,12460,0.9350290894508362,2
73436,76357,0.03456083685159683,1
12449,30502,0.8670179843902588,2
12431,32066,0.04343487322330475,1
12469,12431,0.9373071193695068,2
12433,73436,0.47017619013786316,2
12447,69699,0.07930351048707962,1
70817,829248463,0.06632951647043228,1
12460,829248463,0.03976181894540787,1
76796,265924403,0.08319294452667236,1
12466,829248463,0.09102355688810349,1
76796,30502,0.07400612533092499,1
69708,42624,0.9360555410385132,2
32066,30502,0.5941686034202576,2
65364,12433,0.6752904653549194,2
70614,76796,0.8269138932228088,2
42624,12469,0.03893892839550972,1
70614,69708,0.08361390978097916,1
12431,829248463,0.03191439434885979,1
12409,1890830085,0.8150733709335327,2
12430,69708,0.1483692228794098,1
30502,12460,0.8723413348197937,2
70817,42624,0.8596959710121155,2
12430,32066,0.12942807376384735,1
32066,12413,0.0744473934173584,1
65364,73436,0.8141205906867981,2
12433,12440,0.04050350934267044,1
12460,69708,0.08189399540424347,1
12433,30502,0.077171690762043,1
73436,30502,0.1169685497879982,1
72397,12431,0.8889632821083069,2
12417,12430,0.7651418447494507,2
80501,12402,0.8558453917503357,2
12417,31527,0.8590489625930786,2
69699,12421,0.8832224011421204,2
12449,80501,0.8646731376647949,2
12402,12440,0.03583723306655884,1
265924403,69699,0.19592231512069702,2
80501,73436,0.8384259343147278,2
69708,65364,0.8901393413543701,2
72397,31527,0.7683565020561218,2
12433,72397,0.11453913152217865,1
1890830085,70817,0.17349524796009064,1
30502,12441,0.09718281030654907,1
12402,12466,0.042771369218826294,1
73436,12447,0.7575337290763855,2
48935,12414,0.14075620472431183,1
76796,80501,0.09372850507497787,1
1890830085,12433,0.7374517917633057,2
12466,65364,0.8444808125495911,2
265924403,31527,0.8209331035614014,2
265924403,65364,0.5274450182914734,2
69708,265924403,0.8532665967941284,2
12430,31527,0.8224193453788757,2
72397,12447,0.7914046049118042,2
69708,72397,0.8788192868232727,2
1890830085,12469,0.11842361837625504,1
70817,70614,0.47712242603302,2
12399,76796,0.9515212774276733,2
70817,12414,0.7871463894844055,2
12433,31527,0.22106242179870605,2
12431,12430,0.05709691345691681,1
12417,76796,0.9061909914016724,2
69699,12417,0.13711963593959808,1
12460,12421,0.6214525103569031,2
30502,12421,0.8882443308830261,2
12431,12399,0.030337980017066002,1
265924403,12413,0.04715004935860634,1
12466,12399,0.12100641429424286,1
42624,265924403,0.0666479542851448,1
829248463,70614,0.8758350610733032,2
12440,12417,0.8311935663223267,2
70817,12431,0.894307017326355,2
70817,12413,0.07843567430973053,1
12414,265924403,0.17307525873184204,1
12417,12413,0.10503879189491272,1
42624,12430,0.054890818893909454,1
65364,12421,0.8270591497421265,2
69699,12460,0.8802578449249268,2
30502,70614,0.6087252497673035,2
72397,12469,0.06693420559167862,1
70817,12430,0.17582613229751587,1
32066,72397,0.8069273233413696,2
12447,12433,0.1646530032157898,1
76357,12430,0.8808690309524536,2
12409,76796,0.9087246656417847,2
12414,12433,0.2466747760772705,1
829248463,73436,0.9395264387130737,2
12430,12449,0.07074808329343796,1
12402,76796,0.7759448885917664,2
32066,1890830085,0.7685171365737915,2
69699,12441,0.0783272236585617,1
12433,12417,0.07205427438020706,1
12402,12430,0.06299668550491333,1
48935,12441,0.03905172646045685,1
70817,48935,0.8268662691116333,2
12413,12421,0.943699300289154,2
265924403,12449,0.07111471891403198,1
12447,12409,0.06586896628141403,1
12447,80501,0.07817477732896805,1
12431,265924403,0.043614622205495834,1
1890830085,12447,0.8531668782234192,2
72397,12466,0.09964635223150253,1
42624,12449,0.04172702878713608,1
12466,69699,0.45915186405181885,2
12399,12430,0.914550244808197,2
12440,73436,0.9303802847862244,2
12433,265924403,0.0770721584558487,1
12441,12414,0.8794040679931641,2
12421,12431,0.17534352838993073,1
12431,12440,0.041508015245199203,1
12421,265924403,0.07354293763637543,1
69699,1890830085,0.7068665623664856,2
12430,12421,0.8610731363296509,2
12409,72397,0.8799880146980286,2
265924403,76357,0.05449596792459488,1
12430,12447,0.8356397151947021,2
12449,32066,0.849331259727478,2
80501,42624,0.8732373714447021,2
12417,12431,0.9192464351654053,2
12449,12417,0.8463525176048279,2
12414,12440,0.06656230986118317,1
80501,12460,0.8467500805854797,2
48935,12402,0.7272351980209351,2
69708,12409,0.7794579863548279,2
65364,70817,0.09585443139076233,1
12409,42624,0.8835533261299133,1
76796,12440,0.035017531365156174,1
1890830085,12430,0.14667214453220367,1
12449,12466,0.8343414068222046,2
30502,80501,0.27551981806755066,1
12430,829248463,0.08550727367401123,1
12466,70817,0.8263534307479858,2
12399,12409,0.8625910878181458,2
12409,30502,0.8448877930641174,2
76796,12441,0.034106310456991196,1
12469,12430,0.857816755771637,2
12417,12460,0.9071547389030457,2
65364,80501,0.10040029138326645,1
12409,12433,0.8478478789329529,2
12460,12402,0.509660005569458,2
30502,12447,0.8789132237434387,2
12399,69699,0.8845363259315491,2
76357,12421,0.9503028988838196,2
70817,76357,0.07222811132669449,1
70614,12441,0.05291881784796715,1
12447,12449,0.03701771795749664,1
69708,12433,0.9099164605140686,2
12421,48935,0.19240599870681763,1
70817,12440,0.08423460274934769,1
69708,80501,0.8496618866920471,2
48935,31527,0.20578928291797638,2
48935,72397,0.13651664555072784,1
42624,32066,0.04230823367834091,1
72397,12440,0.07291319966316223,2
12460,12433,0.13263776898384094,1
72397,12414,0.5338398218154907,2
12469,69699,0.7877253890037537,2
12460,12469,0.03694106265902519,1
12440,1890830085,0.8630961179733276,2
12414,69699,0.11793169379234314,1
32066,65364,0.7274448871612549,0
31527,12409,0.08805830031633377,1
12431,12409,0.062469832599163055,1
69708,32066,0.8289121985435486,2
12399,12440,0.8511650562286377,2
42624,1890830085,0.09177947789430618,1
12460,70817,0.06451426446437836,1
12441,12431,0.9371433258056641,2
12431,30502,0.05349620804190636,1
12440,80501,0.8524177074432373,2
12433,76357,0.03439465910196304,1
69699,48935,0.8450498580932617,2
12469,12417,0.7792374491691589,2
12414,80501,0.1408756822347641,1
12441,1890830085,0.8327434062957764,2
12447,65364,0.06584478914737701,1
48935,12447,0.779871940612793,2
12449,12440,0.7778937220573425,2
12409,65364,0.8329209685325623,2
42624,12402,0.13023757934570312,1
70817,12447,0.8731082081794739,2
12399,265924403,0.9113640785217285,2
12469,80501,0.8226961493492126,2
12433,80501,0.07376260310411453,1
265924403,80501,0.2279035747051239,1
70817,76796,0.8890758752822876,2
12402,69699,0.0774712935090065,1
12460,12430,0.08031926304101944,1
1890830085,70614,0.18675963580608368,1
12469,70614,0.7407662272453308,2
12466,12413,0.10345735400915146,1
12466,265924403,0.8037247061729431,2
12417,48935,0.8642380237579346,2
76357,12447,0.9385879039764404,2
65364,42624,0.8176601529121399,0
12433,12399,0.03733833506703377,1
12399,69708,0.8436766862869263,2
12421,12417,0.046659667044878006,1
73436,69708,0.07956952601671219,1
69699,76357,0.07613135129213333,1
12433,42624,0.6539900898933411,2
12460,76796,0.5263174772262573,2
12466,12469,0.16776588559150696,0
70817,265924403,0.7818236947059631,2
76796,65364,0.06409437209367752,1
31527,12440,0.048928603529930115,1
12421,12469,0.03681693598628044,1
30502,12430,0.417951762676239,2
12447,12431,0.7946192622184753,2
69699,70614,0.4256024956703186,2
12466,70614,0.8101053237915039,2
80501,76357,0.06670845299959183,1
12469,70817,0.8879488110542297,2
32066,12417,0.17399410903453827,0
12409,73436,0.8880605101585388,2
80501,48935,0.8362430334091187,2
70817,32066,0.15429770946502686,1
12399,80501,0.8991641402244568,2
69699,12409,0.16989053785800934,1
1890830085,76796,0.8510118126869202,2
12402,73436,0.4975179135799408,2
12421,12414,0.10076908767223358,0
70614,42624,0.5341981053352356,2
42624,12447,0.162740096449852,1
70614,12460,0.7922627329826355,2
12431,73436,0.13168220221996307,1
829248463,72397,0.9042836427688599,2
12460,65364,0.05997353792190552,1
265924403,12417,0.10739386826753616,1
12441,12421,0.9302891492843628,2
76796,72397,0.12877918779850006,1
70817,12433,0.7725100517272949,0
12430,73436,0.8378211259841919,2
70614,72397,0.20794183015823364,1
73436,69699,0.11915337294340134,1
12431,1890830085,0.05246714875102043,1
12402,12447,0.3078140318393707,2
12402,31527,0.1471395194530487,1
48935,70614,0.10708921402692795,1
65364,69699,0.11529368162155151,1
12431,12402,0.15108656883239746,1
12414,73436,0.6608521938323975,2
12421,72397,0.11210042983293533,1
12431,70614,0.07306913286447525,1
48935,76796,0.7873767018318176,2
12413,76357,0.812628984451294,2
829248463,12469,0.8325631022453308,2
80501,70614,0.31919217109680176,1
48935,12430,0.0778077244758606,1
12460,12414,0.15877218544483185,1
12417,12399,0.1279829740524292,1
76357,12440,0.8059009313583374,2
12409,12466,0.7076948285102844,1
76357,12409,0.8631923198699951,2
12440,30502,0.8508450984954834,2
829248463,12409,0.8852397203445435,2
76357,12466,0.8544194102287292,2
12460,31527,0.2201346606016159,2
12441,69708,0.5122389793395996,1
12431,48935,0.19318385422229767,1
80501,70817,0.23277811706066132,1
12460,265924403,0.0632779598236084,1
12466,12441,0.11609548330307007,1
12417,69708,0.17068882286548615,1
12421,12447,0.1517050713300705,1
69708,12440,0.7180832624435425,2
80501,12417,0.1468898355960846,1
12433,48935,0.6959244608879089,2
12413,12441,0.811136782169342,2
12433,69699,0.10079403966665268,1
32066,12460,0.9075201153755188,2
1890830085,73436,0.7840686440467834,2
30502,31527,0.8371740579605103,2
12430,70614,0.48996004462242126,1
65364,12430,0.09733214229345322,1
12460,1890830085,0.07872278243303299,1
65364,12431,0.8561994433403015,1
80501,31527,0.8027946949005127,1
32066,12433,0.8484166860580444,2
12441,12430,0.818294107913971,2
76357,12417,0.8395320177078247,2
76796,12421,0.7528982162475586,2
73436,72397,0.21932177245616913,1
48935,65364,0.10965272784233093,1
12469,12441,0.30009204149246216,2
12417,1890830085,0.7759844660758972,2
70614,12421,0.6622318625450134,1
arg219237,arg219207,0.9559828639030457,2
arg219203,arg219206,0.940066397190094,2
arg219225,arg219284,0.03985069692134857,1
arg219216,arg219207,0.9436812400817871,2
arg219207,arg219294,0.06023101881146431,1
arg219244,arg219237,0.024909254163503647,1
arg219206,arg219207,0.06013339012861252,1
arg219291,arg219225,0.9473502039909363,2
arg219198,arg219258,0.805791437625885,2
arg219198,arg219276,0.052279990166425705,1
arg219200,arg219242,0.05470970273017883,1
arg219291,arg219203,0.9214730858802795,2
arg219226,arg219258,0.8408025503158569,2
arg219291,arg219200,0.9436632990837097,2
arg219291,arg219293,0.9130013585090637,2
arg219245,arg219291,0.03167400509119034,1
arg219259,arg219291,0.027046650648117065,1
arg219201,arg219284,0.043868862092494965,1
arg219250,arg219198,0.7926599979400635,2
arg219207,arg219276,0.031302910298109055,1
arg219209,arg219293,0.9069324135780334,2
arg219258,arg219268,0.0414871983230114,1
arg219242,arg219225,0.926039457321167,2
arg219276,arg219225,0.9575463533401489,2
arg219203,arg219276,0.04250365123152733,1
arg219216,arg219225,0.9233231544494629,2
arg219226,arg219206,0.9321924448013306,2
arg219200,arg219294,0.05768388882279396,1
arg219268,arg219207,0.9369352459907532,2
arg219244,arg219206,0.9051192402839661,2
arg219258,arg219284,0.04381902888417244,1
arg219293,arg219250,0.19723615050315857,1
arg219207,arg219250,0.09936284273862839,1
arg219298,arg219216,0.03955844044685364,1
arg219291,arg219207,0.9533118009567261,2
arg219226,arg219225,0.8947342038154602,2
arg219206,arg219242,0.03531463071703911,1
arg219258,arg219216,0.06061328575015068,1
arg219289,arg219201,0.8428744673728943,2
arg219291,arg219258,0.9237958788871765,2
arg219259,arg219276,0.02445572428405285,1
arg219223,arg219258,0.8883655667304993,2
arg219200,arg219223,0.0472688227891922,1
arg219291,arg219289,0.8944393992424011,2
arg219206,arg219250,0.03768332675099373,1
arg219276,arg219250,0.9091116786003113,2
arg219209,arg219258,0.9120286703109741,2
arg219203,arg219237,0.03689732402563095,1
arg219259,arg219216,0.039043765515089035,1
arg219289,arg219209,0.1148093044757843,1
arg219200,arg219245,0.6606932878494263,2
arg219250,arg219258,0.8556313514709473,2
arg219291,arg219244,0.9334675669670105,2
arg219209,arg219203,0.9222638010978699,2
arg219289,arg219276,0.07819442451000214,1
arg219200,arg219237,0.030522910878062248,1
arg219289,arg219258,0.8325321674346924,2
arg219207,arg219245,0.9242748022079468,2
arg219268,arg219225,0.9113736748695374,2
arg219206,arg219276,0.02487669326364994,1
arg219223,arg219293,0.8442659378051758,2
arg219242,arg219245,0.961402416229248,2
arg219237,arg219258,0.9266191124916077,2
arg219209,arg219206,0.9525015950202942,2
arg219209,arg219245,0.9616565704345703,2
arg219200,arg219209,0.03612608462572098,1
arg219245,arg219264,0.164082869887352,1
arg219226,arg219237,0.04632745310664177,1
arg219237,arg219201,0.9588008522987366,2
arg219206,arg219289,0.04675173759460449,1
arg219206,arg219291,0.027706408873200417,1
arg219284,arg219206,0.9488400816917419,2
arg219245,arg219237,0.027718836441636086,1
arg219245,arg219289,0.0602935366332531,1
arg219276,arg219201,0.9462407827377319,2
arg219207,arg219226,0.0789729580283165,1
arg219245,arg219268,0.047305136919021606,1
arg219203,arg219242,0.09504074603319168,1
arg219201,arg219206,0.8857667446136475,2
arg219223,arg219259,0.9472978115081787,2
arg219293,arg219226,0.14167115092277527,1
arg219298,arg219276,0.025263769552111626,1
arg219225,arg219223,0.04905444756150246,1
arg219242,arg219258,0.878312885761261,2
arg219276,arg219244,0.9527329802513123,2
arg219244,arg219226,0.05784729868173599,1
arg219284,arg219245,0.9608299732208252,2
arg219206,arg219294,0.03046215884387493,1
arg219198,arg219209,0.06265348941087723,1
arg219206,arg219264,0.0760272666811943,1
arg219284,arg219198,0.8669615387916565,2
arg219206,arg219200,0.12872035801410675,1
arg219223,arg219201,0.9341286420822144,2
arg219298,arg219209,0.0321304090321064,1
arg219293,arg219276,0.04810003191232681,1
arg219203,arg219293,0.3072322905063629,2
arg219242,arg219244,0.9147173166275024,2
arg219225,arg219289,0.07381152361631393,1
arg219266,arg219245,0.8934304714202881,2
arg219250,arg219237,0.04999928176403046,1
arg219207,arg219284,0.049690574407577515,1
arg219245,arg219223,0.040945738554000854,1
arg219203,arg219201,0.8871799111366272,2
arg219216,arg219237,0.05752985179424286,1
arg219216,arg219206,0.9457153677940369,2
arg219268,arg219206,0.9383708834648132,2
arg219284,arg219289,0.8656057715415955,2
